date,slot,row_type,prodcode,prodname,md,bpu,brand,category,UV,PV,cust,ord,qty,rev,h_UV,h_PV,h_cust,h_ord,h_qty,h_rev
2024-08-21,Total,TOTAL, , , , , , ,134,311,5,5,5,583636.363636364,102,114,5,5,5,583636.363636364
2024-08-21,오전,SLOT,DLSH4BI36WT,[클리어런스]화이트 포켓장식 7부 소매셔츠,윤여은(yye),e-영업1,닥스,여성,46,84,1,1,1,185454.545454545,38,43,1,1,1,185454.545454545
2024-08-21,오후,SLOT,WSSK3D207N2,[데님][스테디셀러]네이비 레터링자수 면혼방 데님스커트,윤여은(yye),e-영업2,헤지스,여성,90,227,4,4,4,398181.818181818,65,71,4,4,4,398181.818181818
2024-08-22,Total,TOTAL, , , , , , ,86,175,5,5,5,427472.727272727,54,75,2,2,2,193690.909090909
2024-08-22,오전,SLOT,DMPA4B302N2,[클리어런스][재입고/리뷰BEST] 스트레치 컴포트핏 치노팬츠_네이비,이상희(ray),e-영업1,닥스,남성,39,87,4,4,4,387381.818181818,28,41,2,2,2,193690.909090909
2024-08-22,오후,SLOT,D5OHXX04236,UNISEX CUPID CAMPUS T-SHIRT CREAM_UDTS5B121CR,고다소미(dsmko),e-영업3,던스트,여성,50,88,1,1,1,40090.9090909091,29,34,,,,
2024-08-23,Total,TOTAL, , , , , , ,56,125,3,3,4,328690.909090909,37,44,1,1,1,96845.4545454545
2024-08-23,오전,SLOT,DMPA4B302K1,[클리어런스][재입고/리뷰BEST] 스트레치 컴포트핏 치노팬츠_베이지,이상희(ray),e-영업1,닥스,남성,37,92,2,2,2,193690.909090909,29,35,1,1,1,96845.4545454545
2024-08-23,오후,SLOT,MASH4F901WT,[클리어런스][ATELIER] 화이트 레귤러핏 긴팔 드레스셔츠,이상희(ray),e-영업1,마에스트로,남성,19,33,1,1,2,135000,8,9,,,,
2024-08-24,Total,TOTAL, , , , , , ,93,192,5,5,5,135000,74,80,2,2,2,54000
2024-08-24,오전,SLOT,DLSW4D991E3,[클리어런스][울100%] 다크그린 DD로고 패턴 라운드넥 가디건,윤여은(yye),e-영업1,닥스,여성,62,136,0,0,0,0,51,54,,,,
2024-08-24,오후,SLOT,CACSXXB11WT,[비건인증 1등 선크림] 눈시림 없는&촉촉한 비건 선 에센스 40ml x 2개,이슬(slee0821),e-영업4,아떼,뷰티,31,56,5,5,5,135000,23,26,2,2,2,54000
2024-08-25,Total,TOTAL, , , , , , ,53,111,1,1,1,56136.3636363636,41,44,1,1,1,56136.3636363636
2024-08-25,오전,SLOT,IESW4E501CR,에센셜 카라 반팔 니트 크림,유대규(yoodk0706),e-영업1,일꼬르소,남성,39,88,0,0,0,0,29,31,,,,
2024-08-25,오후,SLOT,FXBCXXS02XX,로브제 로즈 누아르 핸드 + 바디 솝 500ML,홍지영(hjy1094),e-영업4,로브제,뷰티,14,23,1,1,1,56136.3636363636,12,13,1,1,1,56136.3636363636
2024-08-26,Total,TOTAL, , , , , , ,57,135,0,0,0,0,38,47,,,,
2024-08-26,오전,SLOT,DLTS4BP27N3,[클리어런스]네이비 플리츠 그라데이션 체크배색 7부소매티셔츠,윤여은(yye),e-영업1,닥스,여성,25,68,0,0,0,0,12,19,,,,
2024-08-26,오후,SLOT,JABA4F420I2,[품절임박][뮤즈백] 베이지 멀티 컬러 로젤라 뮤즈 토트백 M,배미선(msbae),e-영업1,질스튜어트 뉴욕,잡화,32,67,0,0,0,0,26,28,,,,
2024-08-27,Total,TOTAL, , , , , , ,101,186,4,4,4,695454.545454545,65,78,4,4,4,695454.545454545
2024-08-27,오전,SLOT,DLSH4CI36N2,[클리어런스]네이비 포켓 장식 7부소매 셔츠,윤여은(yye),e-영업1,닥스,여성,82,153,4,4,4,695454.545454545,51,61,4,4,4,695454.545454545
2024-08-27,오후,SLOT,DNGF4F952BK,[ONLINE EXCLUSIVE][BEST SELLER] 블랙 하우스 체크 경량 마이크로백,차단비(danbi),e-영업1,닥스,골프,21,33,0,0,0,0,16,17,,,,
2024-08-28,Total,TOTAL, , , , , , ,71,132,0,0,0,0,41,54,,,,
2024-08-28,오전,SLOT,DLTS4C493N2,[클리어런스]네이비 스트라이프 반소매 카라 티셔츠,윤여은(yye),e-영업1,닥스,여성,39,74,0,0,0,0,22,31,,,,
2024-08-28,오후,SLOT,D5OHXX04195,SUMMER TWEED JACKET IVORY_UDJA4B223CR,고다소미(dsmko),e-영업3,던스트,여성,33,58,0,0,0,0,20,23,,,,
2024-08-29,Total,TOTAL, , , , , , ,43,128,8,8,9,353363.636363636,32,40,5,5,5,219181.818181818
2024-08-29,오전,SLOT,DNMU4E901I1,[클리어런스] 1+1 스킨 냉감 메쉬 볼레로 베이스레이어 세트,차단비(danbi),e-영업1,닥스,골프,14,22,1,1,1,85000,11,13,1,1,1,85000
2024-08-29,오후,SLOT,CASTXX538XX,[LF몰1등 탈모샴푸] 아떼 샴푸 1L (헤어에센스 본품 & 여행용 헤어 2종 증정),이슬(slee0821),e-영업4,아떼,뷰티,30,106,7,7,8,268363.636363636,22,27,4,4,4,134181.818181818
2024-08-30,Total,TOTAL, , , , , , ,79,158,5,5,5,339818.181818182,54,63,4,4,4,271854.545454545
2024-08-30,오전,SLOT,DWTS4B313IV,[품절임박] 아이보리 여성 듀얼레터 그래픽 모크넥 반팔티(세미크롭핏),차단비(danbi),e-영업1,더블플래그,골프,61,130,5,5,5,339818.181818182,36,43,4,4,4,271854.545454545
2024-08-30,오후,SLOT,DBHO4F981BK,[선물포장][ONLINE EXCLUSIVE] 미니타이가 DAKS 금속 블랙 단색 소가죽 명함지갑,배미선(msbae),e-영업1,닥스,잡화,19,28,0,0,0,0,19,20,,,,
2024-08-31,Total,TOTAL, , , , , , ,65,141,5,5,5,190909.090909091,44,50,3,3,3,114545.454545455
2024-08-31,오전,SLOT,DLSW4D991I2,[클리어런스][울100%] 베이지 체크 라운드넥 가디건,윤여은(yye),e-영업1,닥스,여성,29,67,0,0,0,0,23,26,,,,
2024-08-31,오후,SLOT,CASTXX772XX,[LF단독특가]아떼 비타 EGF 흔적 엔딩 세럼 30mlx2개 (총60ml 본품용량 추가증정),이슬(slee0821),e-영업4,아떼,뷰티,36,74,5,5,5,190909.090909091,21,24,3,3,3,114545.454545455
2024-09-01,Total,TOTAL, , , , , , ,140,329,1,1,1,131363.636363636,107,124,,,,
2024-09-01,오전,SLOT,DLPA4BP22BK,[클리어런스]블랙 플리츠 변형 와이드 팬츠,윤여은(yye),e-영업1,닥스,여성,90,197,0,0,0,0,80,87,,,,
2024-09-01,오후,SLOT,DNGF4F962I2,[ONLINE EXCLUSIVE] 스몰 베이지 하우스 체크 경량 미디움 마이크로백,차단비(danbi),e-영업1,닥스,골프,55,132,1,1,1,131363.636363636,31,37,,,,
2024-09-02,Total,TOTAL, , , , , , ,116,280,2,2,2,293636.363636364,63,77,2,2,2,293636.363636364
2024-09-02,오전,SLOT,DLBL4BI22B1,[클리어런스]라이트 블루 탈착 리본타이 7부 퍼프소매 블라우스,윤여은(yye),e-영업1,닥스,여성,89,206,1,1,1,162272.727272727,43,52,1,1,1,162272.727272727
2024-09-02,오후,SLOT,DNGF4F962BK,[ONLINE EXCLUSIVE] 블랙 하우스 체크 경량 미디움 마이크로백,차단비(danbi),e-영업1,닥스,골프,28,74,1,1,1,131363.636363636,21,25,1,1,1,131363.636363636
2024-09-03,Total,TOTAL, , , , , , ,132,267,0,0,0,0,48,51,,,,
2024-09-03,오전,SLOT,WSSW3D8C1E2,[인기베스트]그린 단색 울 가디건,윤여은(yye),e-영업2,헤지스,여성,117,245,0,0,0,0,36,38,,,,
2024-09-03,오후,SLOT,HUBA4E951N2,네이비 트리컬러 보스턴,차단비(danbi),e-영업1,헤지스,골프,15,22,0,0,0,0,12,13,,,,
2024-09-04,Total,TOTAL, , , , , , ,50,100,0,0,0,0,34,38,,,,
2024-09-04,오전,SLOT,JNSH4C102P4,[클리어런스]페일핑크 워시드코튼 오버핏 셔츠,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,24,52,0,0,0,0,18,21,,,,
2024-09-04,오후,SLOT,DCBA4F961BK,[D-LOCK] 블랙 D락장식 가죽 크로스백,배미선(msbae),e-영업1,닥스,잡화,27,48,0,0,0,0,17,17,,,,
2024-09-05,Total,TOTAL, , , , , , ,92,197,2,2,2,742727.272727273,69,89,,,,
2024-09-05,오전,SLOT,DNJU4D902BK,[ONLINE EXCLUSIVE] 여성 블랙 퀼팅 후드점퍼,차단비(danbi),e-영업1,닥스,골프,43,96,2,2,2,742727.272727273,32,40,,,,
2024-09-05,오후,SLOT,HWSW4D941G2,[간절기필수템][ONLINE EXCLUSIVE][PURE WOOL] 그레이 여성 멜란지 퓨어울 가디건,차단비(danbi), ,헤지스,골프,51,101,0,0,0,0,39,49,,,,
2024-09-06,Total,TOTAL, , , , , , ,57,115,1,1,1,251363.636363636,45,53,1,1,1,251363.636363636
2024-09-06,오전,SLOT,DLDR4BP24BK,[클리어런스]블랙 솔리드 플리츠 반팔 니트카라원피스,윤여은(yye),e-영업1,닥스,여성,48,95,1,1,1,251363.636363636,40,47,1,1,1,251363.636363636
2024-09-06,오후,SLOT,DWGF4F611IV,[품절임박] 네이비 여성 컬러 배색 휠(바퀴) 내장형 캐디백,차단비(danbi),e-영업1,더블플래그,골프,10,20,0,0,0,0,6,6,,,,
2024-09-07,Total,TOTAL, , , , , , ,41,89,1,1,1,408145.454545455,40,53,1,1,1,408145.454545455
2024-09-07,오전,SLOT,G269XX01122,노아이유 14K(Y) 담수진주 비드 목걸이 4mm 40cm 초커형 HL3N28317Y4400,박세미(sm.park),e-영업3,이에르 로르,잡화,28,57,1,1,1,408145.454545455,28,35,1,1,1,408145.454545455
2024-09-07,오후,SLOT,DWHE4F611E3,[얼굴소멸] 다크그린 여성 빅로고 그래픽 고높은 썬캡,차단비(danbi),e-영업1,더블플래그,골프,16,32,0,0,0,0,15,18,,,,
2024-09-08,Total,TOTAL, , , , , , ,73,192,2,2,2,474545.454545455,51,56,2,2,2,474545.454545455
2024-09-08,오전,SLOT,DLDR4BP26I2,[클리어런스]베이지 체크 스트랩 반팔원피스,윤여은(yye),e-영업1,닥스,여성,27,64,0,0,0,0,22,23,,,,
2024-09-08,오후,SLOT,DNJU4C901I2,[품절임박][ONLINE EXCLUSIVE] 간절기 체크 전판 점퍼,차단비(danbi),e-영업1,닥스,골프,47,128,2,2,2,474545.454545455,30,33,2,2,2,474545.454545455
2024-09-09,Total,TOTAL, , , , , , ,44,79,2,3,3,521845.454545455,32,41,,,,
2024-09-09,오전,SLOT,DLTS4D991BK,[클리어런스][캐시미어] 블랙 체크 배색 긴소매 하이넥 티셔츠,윤여은(yye),e-영업1,닥스,여성,17,30,1,2,2,425000,12,17,,,,
2024-09-09,오후,SLOT,DMTS4B501N2,[클리어런스][닥스훈트] 네이비 카라 포인트 반팔 티셔츠,이상희(ray),e-영업1,닥스,남성,29,49,1,1,1,96845.4545454545,22,24,,,,
2024-09-10,Total,TOTAL, , , , , , ,69,108,0,0,0,0,63,69,,,,
2024-09-10,오전,SLOT,JNJU4C107G3,[클리어런스]다크그레이 가먼트 다잉 옥스포드 US워크 점퍼,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,26,55,0,0,0,0,21,22,,,,
2024-09-10,오후,SLOT,G269XX01489,에센스 14K(W) 랩다이아 Full 이터너티 반지 1.5mm HL4R42405W4,박세미(sm.park),e-영업3,이에르 로르,잡화,45,53,0,0,0,0,44,47,,,,
2024-09-11,Total,TOTAL, , , , , , ,66,149,2,2,7,714409.090909091,54,58,2,2,7,714409.090909091
2024-09-11,오전,SLOT,REJU3FJ90OW,[가격인하]UNI 트윈 벡터 윈드브레이커 - 오프화이트,이유빈(yubin.lee),e-영업2,리복,스포츠,31,67,1,1,6,563727.272727273,25,26,1,1,6,563727.272727273
2024-09-11,오후,SLOT,DLTS4D891I2,[클리어런스]베이지 골지 체크 배색 긴소매 카라 티셔츠,윤여은(yye),e-영업1,닥스,여성,35,82,1,1,1,150681.818181818,29,32,1,1,1,150681.818181818
2024-09-12,Total,TOTAL, , , , , , ,141,312,0,0,0,0,90,111,,,,
2024-09-12,오전,SLOT,WSCO3A805I2,[클리어런스][스테디셀러]베이지  면혼방 트렌치코트,윤여은(yye),e-영업2,헤지스,여성,118,257,0,0,0,0,70,88,,,,
2024-09-12,오후,SLOT,DLTS4D791P2,[클리어런스][SET] 핑크 7부소매 셔츠&DD로고 프린트 민소매 티셔츠,윤여은(yye),e-영업1,닥스,여성,26,55,0,0,0,0,22,23,,,,
2024-09-13,Total,TOTAL, , , , , , ,212,439,1,1,1,150000,140,157,,,,
2024-09-13,오전,SLOT,JNJU4C106BK,[클리어런스]블랙 세미 오버핏 초어 점퍼,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,13,14,0,0,0,0,12,13,,,,
2024-09-13,오후,SLOT,WSSW3D8C1CG,[스테디셀러][울100%] 차콜그레이 멜란지 울 라운드넥 가디건,윤여은(yye),e-영업2,헤지스,여성,199,425,1,1,1,150000,128,144,,,,
2024-09-14,Total,TOTAL, , , , , , ,38,59,0,0,0,0,32,33,,,,
2024-09-14,오전,SLOT,G269XX01488,에센스 14K(W) 랩다이아 헤일로 귀걸이 HL4E3B432W4XXX,박세미(sm.park),e-영업3,이에르 로르,잡화,12,21,0,0,0,0,12,13,,,,
2024-09-14,오후,SLOT,WSJA3B202N2,[populet]네이비 단색 린넨혼방 긴팔자켓,윤여은(yye),e-영업2,헤지스,여성,26,38,0,0,0,0,20,20,,,,
2024-09-15,Total,TOTAL, , , , , , ,140,261,1,1,1,150000,74,80,1,1,1,150000
2024-09-15,오전,SLOT,DCSC4F965BK,[SILK100%]블랙 뉴체크 패턴 쁘띠 실크스카프,배미선(msbae),e-영업1,닥스,잡화,41,65,0,0,0,0,8,9,,,,
2024-09-15,오후,SLOT,WSSW3D8C1BK,[스테디셀러][울100%] 블랙 단색 울 라운드넥 가디건,윤여은(yye),e-영업2,헤지스,여성,99,196,1,1,1,150000,66,71,1,1,1,150000
2024-09-16,Total,TOTAL, , , , , , ,164,347,10,10,11,1662363.63636364,88,107,5,5,6,641181.818181818
2024-09-16,오전,SLOT,FFSO4F009BK,[델리카토] 레더 블랙 여성 메리제인 발레리나 플랫슈즈,이유빈(yubin.lee),e-영업1,핏플랍,슈즈,121,243,8,8,8,1607818.18181818,57,68,3,3,3,586636.363636364
2024-09-16,오후,SLOT,DGSS4F901BK,[ONLINE EXCLUSIVE] 남성 솔리드 중목양말 3종 세트,차단비(danbi),e-영업1,닥스,골프,44,104,2,2,3,54545.4545454545,32,39,2,2,3,54545.4545454545
2024-09-17,Total,TOTAL, , , , , , ,58,127,3,3,3,112500,48,57,3,3,3,112500
2024-09-17,오전,SLOT,IESW4F504G2,에센셜 케이블 라운드 니트 멜란지그레이,허화연(h.hwayeon),e-영업1,일꼬르소,남성,41,107,3,3,3,112500,32,40,3,3,3,112500
2024-09-17,오후,SLOT,WBWA3F815BK,[LF몰단독][스테디셀러]블랙 체크 가죽 반지갑,배미선(msbae),e-영업2,닥스,잡화,17,20,0,0,0,0,16,17,,,,
2024-09-18,Total,TOTAL, , , , , , ,35,120,1,1,1,260690.909090909,24,32,1,1,1,260690.909090909
2024-09-18,오전,SLOT,DMSH4C501U3,[클리어런스][닥스훈트]코튼100% 옥스퍼드 세미오버핏 셔츠_퍼플,이상희(ray),e-영업1,닥스,남성,25,49,0,0,0,0,14,17,,,,
2024-09-18,오후,SLOT,WCBA3F688W2,[LF몰단독][스테디셀러] 브라운 체크 나일론 백팩,배미선(msbae),e-영업2,닥스,잡화,11,71,1,1,1,260690.909090909,11,15,1,1,1,260690.909090909
2024-09-19,Total,TOTAL, , , , , , ,116,217,1,1,1,28636.3636363636,66,80,,,,
2024-09-19,오전,SLOT,DLSH4CI36N2,[클리어런스]네이비 포켓 장식 7부소매 셔츠,윤여은(yye),e-영업1,닥스,여성,62,114,0,0,0,0,44,51,,,,
2024-09-19,오후,SLOT,IESH4F501B1,에센셜  버튼 다운 셔츠 스카이블루,허화연(h.hwayeon),e-영업1,일꼬르소,남성,55,103,1,1,1,28636.3636363636,23,29,,,,
2024-09-20,Total,TOTAL, , , , , , ,196,319,1,1,1,372272.727272727,164,182,,,,
2024-09-20,오전,SLOT,DLDR4DP71N2,[클리어런스][SET][플리츠] 네이비 체크 소프트 원피스(원피스&탑&스카프 3P 구성),윤여은(yye),e-영업1,닥스,여성,76,120,1,1,1,372272.727272727,45,52,,,,
2024-09-20,오후,SLOT,WCWA3F450R2,[LF몰단독][스테디셀러] 레드 DD로고 소가죽 장지갑,배미선(msbae),e-영업2,닥스,잡화,123,199,0,0,0,0,121,130,,,,
2024-09-21,Total,TOTAL, , , , , , ,473,1321,12,12,12,2081363.63636364,263,327,7,7,7,1140909.09090909
2024-09-21,오전,SLOT,WSSW3D8C4G2,[스테디셀러][울100%] 그레이 단색 케이블 울 라운드넥 가디건,윤여은(yye),e-영업2,헤지스,여성,409,1111,10,10,10,1878181.81818182,206,243,5,5,5,937727.272727273
2024-09-21,오후,SLOT,IESH4G001CG,[클리어런스]가먼트다잉 투 포켓 집업 셔켓 차콜그레이,허화연(h.hwayeon),e-영업1,일꼬르소,남성,75,210,2,2,2,203181.818181818,67,84,2,2,2,203181.818181818
2024-09-22,Total,TOTAL, , , , , , ,78,172,2,2,2,333727.272727273,52,64,,,,
2024-09-22,오전,SLOT,DNGF4F956BK,[ONLINE EXCLUSIVE][BEST SELLER] 블랙 하우스 체크 경량 토트백,차단비(danbi),e-영업1,닥스,골프,38,88,1,1,1,138181.818181818,27,34,,,,
2024-09-22,오후,SLOT,FFSO4F007BK,[델리카토] 리본 레더 블랙 여성 발레리나 플랫슈즈,이유빈(yubin.lee),e-영업1,핏플랍,슈즈,44,84,1,1,1,195545.454545455,28,30,,,,
2024-09-23,Total,TOTAL, , , , , , ,29,50,1,1,6,488727.272727273,23,26,,,,
2024-09-23,오전,SLOT,HUBE4E912BK,[클리어런스]블랙 펀칭 자동 벨트,차단비(danbi),e-영업1,헤지스,골프,19,35,1,1,6,488727.272727273,13,14,,,,
2024-09-23,오후,SLOT,WIBA3F405W2,[LF몰단독][스테디셀러]브라운 단색 가죽 백팩,배미선(msbae),e-영업2,헤지스,잡화,11,15,0,0,0,0,11,12,,,,
2024-09-24,Total,TOTAL, , , , , , ,29,41,0,0,0,0,21,22,,,,
2024-09-24,오전,SLOT,WCBA3F521BK,[LF몰단독][스테디셀러]블랙 패턴배색 소가죽 숄더백 겸 크로스백,배미선(msbae),e-영업2,닥스,잡화,13,20,0,0,0,0,12,13,,,,
2024-09-24,오후,SLOT,HUBA4E951N2,네이비 트리컬러 보스턴,차단비(danbi),e-영업1,헤지스,골프,16,21,0,0,0,0,9,9,,,,
2024-09-25,Total,TOTAL, , , , , , ,39,86,1,1,1,102327.272727273,26,31,1,1,1,102327.272727273
2024-09-25,오전,SLOT,WBBE3F200BK,[LF몰단독][스테디셀러][선물BEST]블랙 버클장식 소가죽 자동벨트,배미선(msbae),e-영업2,닥스,잡화,8,13,1,1,1,102327.272727273,5,6,1,1,1,102327.272727273
2024-09-25,오후,SLOT,DLSW4D891BK,[클리어런스][울] 블랙 짜임 포인트 7부소매 라운드넥 가디건,윤여은(yye),e-영업1,닥스,여성,31,73,0,0,0,0,21,25,,,,
2024-09-26,Total,TOTAL, , , , , , ,72,183,1,1,1,163227.272727273,64,80,1,1,1,163227.272727273
2024-09-26,오전,SLOT,WBBE3F200BK,[LF몰단독][스테디셀러][선물BEST]블랙 버클장식 소가죽 자동벨트,배미선(msbae),e-영업2,닥스,잡화,7,15,0,0,0,0,6,10,,,,
2024-09-26,오후,SLOT,TTJA2F804D2,Wapiti Hoody,이유빈(yubin.lee),e-영업2,티톤 브로스,스포츠,66,168,1,1,1,163227.272727273,59,70,1,1,1,163227.272727273
2024-09-27,Total,TOTAL, , , , , , ,54,112,2,2,3,326872.727272727,41,48,,,,
2024-09-27,오전,SLOT,WBBA3F102BK,[LF몰단독][스테디셀러]블랙 단색 소가죽 클러치백,배미선(msbae),e-영업2,닥스,잡화,25,48,2,2,3,326872.727272727,20,22,,,,
2024-09-27,오후,SLOT,DLSW4D997I2,[클리어런스] 베이지 하우스체크 라운드넥 가디건,윤여은(yye),e-영업1,닥스,여성,32,64,0,0,0,0,24,26,,,,
2024-09-28,Total,TOTAL, , , , , , ,142,278,3,3,3,423818.181818182,66,72,2,2,2,282545.454545455
2024-09-28,오전,SLOT,WCBA3F797BK,[스테디셀러]블랙 체크배색 소가죽 백팩,배미선(msbae),e-영업2,닥스,잡화,10,14,0,0,0,0,9,9,,,,
2024-09-28,오후,SLOT,HSSW3D8C1CM,[울100%]카멜 울 라운드넥 니트 가디건,윤여은(yye),e-영업2,헤지스,여성,132,264,3,3,3,423818.181818182,57,63,2,2,2,282545.454545455
2024-09-29,Total,TOTAL, , , , , , ,123,259,1,1,1,114509.090909091,121,161,1,1,1,114509.090909091
2024-09-29,오전,SLOT,WSJA3A104BK,[populet]블랙 펄장식 트위드자켓,윤여은(yye),e-영업2,헤지스,여성,93,192,0,0,0,0,93,115,,,,
2024-09-29,오후,SLOT,WCSC3F108I2,[LF몰단독][스테디셀러][선물BEST]베이지 체크 울실크 롱스카프,배미선(msbae),e-영업2,닥스,잡화,40,67,1,1,1,114509.090909091,38,46,1,1,1,114509.090909091
2024-09-30,Total,TOTAL, , , , , , ,224,439,6,7,9,493454.545454545,121,142,3,3,5,201727.272727273
2024-09-30,오전,SLOT,CKTS3ES31BK,[BEST][EU] Crewneck Sweatshirts (BLACK),이유빈(yubin.lee),e-영업2,챔피온,스포츠,68,111,4,4,6,115363.636363636,50,60,2,2,4,76909.0909090909
2024-09-30,오후,SLOT,WSSW3D8C2BK,[스테디셀러][울100%]블랙 단색 베이직 울 브이넥 니트,윤여은(yye),e-영업2,헤지스,여성,159,328,2,3,3,378090.909090909,74,82,1,1,1,124818.181818182
2024-10-01,Total,TOTAL, , , , , , ,78,163,1,1,1,284000,72,84,1,1,1,284000
2024-10-01,오전,SLOT,WBWA3F516BK,[LF몰단독][스테디셀러]블랙 라인배색 소가죽 반지갑,배미선(msbae),e-영업2,닥스,잡화,23,31,0,0,0,0,23,24,,,,
2024-10-01,오후,SLOT,DLSW4D997I2,[클리어런스] 베이지 하우스체크 라운드넥 가디건,윤여은(yye),e-영업1,닥스,여성,57,132,1,1,1,284000,51,60,1,1,1,284000
2024-10-02,Total,TOTAL, , , , , , ,93,194,3,3,3,91636.3636363636,76,87,3,3,3,91636.3636363636
2024-10-02,오전,SLOT,IESH4F501B1,에센셜  버튼 다운 셔츠 스카이블루,허화연(h.hwayeon),e-영업1,일꼬르소,남성,54,115,3,3,3,91636.3636363636,44,48,3,3,3,91636.3636363636
2024-10-02,오후,SLOT,DNJU4D902BK,[ONLINE EXCLUSIVE] 여성 블랙 퀼팅 후드점퍼,차단비(danbi),e-영업1,닥스,골프,41,79,0,0,0,0,34,39,,,,
2024-10-03,Total,TOTAL, , , , , , ,80,135,0,0,0,0,68,74,,,,
2024-10-03,오전,SLOT,JLBA4F285BK,[조이]듀얼 버클 숄더백 ver 나일론,박세미(sm.park),e-영업1,질 바이 질스튜어트,잡화,56,84,0,0,0,0,48,52,,,,
2024-10-03,오후,SLOT,DLSW4D993I2,[클리어런스][울100%] 베이지 체크 카라 스웨터,윤여은(yye),e-영업1,닥스,여성,25,51,0,0,0,0,20,22,,,,
2024-10-04,Total,TOTAL, , , , , , ,87,205,4,4,7,300527.272727273,80,99,4,4,7,300527.272727273
2024-10-04,오전,SLOT,DNGF4F962BK,[ONLINE EXCLUSIVE] 블랙 하우스 체크 경량 미디움 마이크로백,차단비(danbi),e-영업1,닥스,골프,27,45,1,1,1,123636.363636364,21,22,1,1,1,123636.363636364
2024-10-04,오후,SLOT,CKTS3ES51N2,[EU] Hooded Sweatshirts (NORMAL NAVY),이유빈(yubin.lee),e-영업2,챔피온,스포츠,62,160,3,3,6,176890.909090909,61,77,3,3,6,176890.909090909
2024-10-05,Total,TOTAL, , , , , , ,212,491,4,4,4,582181.818181818,168,190,3,3,3,436636.363636364
2024-10-05,오전,SLOT,HSSW3D8C1BK,블랙 울 니트 가디건,윤여은(yye),e-영업2,헤지스,여성,199,461,4,4,4,582181.818181818,157,173,3,3,3,436636.363636364
2024-10-05,오후,SLOT,WCBA3F688W2,[LF몰단독][스테디셀러] 브라운 체크 나일론 백팩,배미선(msbae),e-영업2,닥스,잡화,15,30,0,0,0,0,13,17,,,,
2024-10-06,Total,TOTAL, , , , , , ,172,319,2,2,2,744545.454545454,128,153,2,2,2,744545.454545454
2024-10-06,오전,SLOT,DLDR4DP71N2,[클리어런스][SET][플리츠] 네이비 체크 소프트 원피스(원피스&탑&스카프 3P 구성),윤여은(yye),e-영업1,닥스,여성,85,150,2,2,2,744545.454545454,61,69,2,2,2,744545.454545454
2024-10-06,오후,SLOT,JNJU4C107G3,[클리어런스]다크그레이 가먼트 다잉 옥스포드 US워크 점퍼,허화연(h.hwayeon),e-영업1,질스튜어트 뉴욕,남성,89,169,0,0,0,0,69,84,,,,
